RIAD_CODE;BIC;COUNTRY_OF_REGISTRATION;NAME;BOX;ADDRESS;POSTAL;CITY;CATEGORY;HEAD_COUNTRY_OF_REGISTRATION;HEAD_NAME;HEAD_RIAD_CODE;RESERVE;EXEMPT;RIAD_CODE2
DE03788;GENODE51GRC;DE;Volksbank eG;Postfach 1;Hauptstraße 39;36355;Grebenhain;Credit institution S122;;;;Y;N;DE03788
DE03791;GENODE51OBM;DE;Volksbank Ober-Mörlen eG;;Frankfurter Straße 16 - 20;61239;Ober-Mörlen;Credit institution S122;;;;Y;N;DE03791
DE03792;GENODE51OBY;DE;Raiffeisenbank im Hochtaunus eG;Postfach 2;Werner-Reimers-Straße 2-4;61352;Bad Homburg v d Höhe;Credit institution S122;;;;Y;N;DE03792
DE03812;GENODEF1LSX;DE;VR Bank Main-Kinzig-Büdingen eG;;Bahnhofstraße 16;63654;Büdingen, Hess;Credit institution S122;;;;Y;N;DE03812
DE03817;RAEIDE51XXX;DE;Raiffeisenbank eG;Postfach 1;Hauptstraße 2 - 4;63517;Rodenbach b Hanau;Credit institution S122;;;;Y;N;DE03817
DE03824;GENODEF1WOX;DE;Raiffeisenbank HessenNord eG;Postfach 1;Burgstraße 28 - 30;34466;Wolfhagen;Credit institution S122;;;;Y;N;DE03824
DE03833;GENODEF1WIM;DE;Volksbank Winsener Marsch eG;;Elbuferstraße 117;21436;Marschacht;Credit institution S122;;;;Y;N;DE03833
DE03840;GENODEF1ORF;DE;Raiffeisenbank Strücklingen-Idafehn eG;Postfach 1;Hauptstr. 188;26842;Ostrhauderfehn;Credit institution S122;;;;Y;N;DE03840
DE03850;GENODEF1BUT;DE;Raiffeisenbank Butjadingen-Abbehausen eG;Postfach 3;Butjadinger Str. 63;26969;Butjadingen;Credit institution S122;;;;Y;N;DE03850
DE03860;GENODED1RKZ;DE;Volksbank Berg eG;Postfach 1;Hochstraße 38;51688;Wipperfürth;Credit institution S122;;;;Y;N;DE03860
DE03865;GENODED1RSX;DE;Raiffeisen-Bank Eschweiler eG;Postfach 1;Franzstr. 8-10;52249;Eschweiler, Rheinl.;Credit institution S122;;;;Y;N;DE03865
DE03871;GENODED1LOY;DE;Raiffeisenbank Erkelenz eG;;In Lövenich 70;41812;Erkelenz;Credit institution S122;;;;Y;N;DE03871
DE03891;GENODEM1MAY;DE;Volksbank im Hochsauerland eG;Postfach 1;Hauptstraße 55;59889;Eslohe, Sauerland;Credit institution S122;;;;Y;N;DE03891
DE03895;GENODEM1SCN;DE;Volksbank Südkirchen - Capelle - Nordkirchen eG;;Lüdinghauser Str. 3;59394;Nordkirchen;Credit institution S122;;;;Y;N;DE03895
DE03904;GENODED1FIN;DE;"Raiffeisenbank ""Nahe"" eG";;Hauptstr. 11-13;55743;Fischbach bei Idar-Oberstein;Credit institution S122;;;;Y;N;DE03904
DE03917;GENODE61SUX;DE;VR Bank Südpfalz eG;;Waffenstraße 15;76829;Landau in der Pfalz;Credit institution S122;;;;Y;N;DE03917
DE03918;GENODED1WSY;DE;Raiffeisenbank Westeifel eG;Postfach 1;Teichstraße 24;54614;Schönecken;Credit institution S122;;;;Y;N;DE03918
DE03923;GENODE51COC;DE;Vereinigte Volksbank Raiffeisenbank eG;Postfach 1;Altricher Weg 1;54516;Wittlich;Credit institution S122;;;;Y;N;DE03923
DE03929;GENODEF1GRO;DE;Raiffeisenbank Südstormarn Mölln eG;Postfach 1;Bürgerstraße 1;22946;Trittau;Credit institution S122;;;;Y;N;DE03929
DE03934;GENODEF1HTY;DE;Raiffeisenbank Elbmarsch eG;;Wedeler Chaussee 21;25492;Heist;Credit institution S122;;;;Y;N;DE03934
DE03940;GENODEF1HOX;DE;Volksbank Niedergrafschaft eG;;Neuenhauser Straße 15;49843;Uelsen;Credit institution S122;;;;Y;N;DE03940
DE03942;SOLADES1HAL;DE;Sparkasse Kinzigtal;Postfach 1;'Hauptstraße 12;77716;Haslach im Kinzigtal;Credit institution S122;;;;Y;N;DE03942
DE03943;SOLADES1KEL;DE;Sparkasse Hanauerland;Postfach 1;Hauptstr. 88;77694;Kehl;Credit institution S122;;;;Y;N;DE03943
DE03945;SOLADES1HSW;DE;Sparkasse Hochschwarzwald;Postfach 1;Hauptstraße 5;79199;Kirchzarten, Breisgau;Credit institution S122;;;;Y;N;DE03945
DE03946;OASPDE6AXXX;DE;Kreissparkasse Ostalb;Postfach 1;Sparkassenplatz 1;73430;Aalen, Württ;Credit institution S122;;;;Y;N;DE03946
DE03947;BBKRDE6BXXX;DE;Kreissparkasse Böblingen;Postfach 1;Wolfgang-Brumme-Allee 1;71034;Böblingen;Credit institution S122;;;;Y;N;DE03947
DE03948;ESSLDE66XXX;DE;Kreissparkasse Esslingen-Nürtingen;Postfach 1;Bahnhofstr. 8;73728;Esslingen;Credit institution S122;;;;Y;N;DE03948
DE03949;SOLADES1KUN;DE;Sparkasse Hohenlohekreis;Postfach 1;Konsul-Uebele-Str. 11;74653;Künzelsau;Credit institution S122;;;;Y;N;DE03949
DE03950;SOLADES1LBG;DE;Kreissparkasse Ludwigsburg;Postfach 6;Schillerplatz 6;71638;Ludwigsburg, Württ.;Credit institution S122;;;;Y;N;DE03950
DE03951;SOLADES1RVB;DE;Kreissparkasse Ravensburg;Postfach 1;Meersburger Str. 1;88213;Ravensburg;Credit institution S122;;;;Y;N;DE03951
DE03952;SOLADES1SHA;DE;Sparkasse Schwäbisch Hall-Crailsheim;Postfach 1;Hafenmarkt 1;74523;Schwäbisch Hall;Credit institution S122;;;;Y;N;DE03952
DE03953;SOLADES1WBN;DE;Kreissparkasse Waiblingen;Postfach 1;Alter Postplatz 8;71332;Waiblingen, Rems;Credit institution S122;;;;Y;N;DE03953
DE03954;WELADED1ERK;DE;Kreissparkasse Heinsberg - Zweckverbandssparkasse des Kreises Heinsberg und der Stadt Erkelenz -;Postfach 1;Dr.-Eberle-Platz 1;41812;Erkelenz;Credit institution S122;;;;Y;N;DE03954
DE03956;SPBIDE3BXXX;DE;Sparkasse Bielefeld;Postfach 1;Schweriner Straße 5;33605;Bielefeld;Credit institution S122;;;;Y;N;DE03956
DE03958;MALADE51BIT;DE;Kreissparkasse Bitburg-Prüm;Postfach 1;Trierer Str. 46;54634;Bitburg;Credit institution S122;;;;Y;N;DE03958
DE03969;;DE;norisbank GmbH;;Reuterstraße 122;53129;Bonn;Credit institution S122;;;;Y;N;DE03969
DE03973;GENODEM1GLS;DE;GLS Gemeinschaftsbank e.G.;Postfach 1;Christstraße 9;44789;Bochum;Credit institution S122;;;;Y;N;DE03973
DE03976;SBINDEFFXXX;DE;State Bank of India (Indische Staatsbank) Zweigniederlassung Frankfurt am Main;Postfach 1;Mainzer Landstraße 61;60329;Frankfurt am Main;Credit institution S122;IN;State bank of India;IN0ECBM00026;Y;N;DE03976
DE03986;MKBKDE51XXX;DE;MMV Bank GmbH;Postfach 3;Ferdinand-Sauerbruch-Straße 7;56073;Koblenz am Rhein;Credit institution S122;;;;Y;N;DE03986
DE03991;CHASDEFXXXX;DE;J.P. Morgan SE;;Taunustor 1 (TaunusTurm);60310;Frankfurt am Main;Credit institution S122;;;;Y;N;DE03991
DE03996;SEPBDE21XXX;DE;Bank Sepah-Iran, Filiale Frankfurt;;Hafenstraße 54;60327;Frankfurt am Main;Credit institution S122;IR;Bank Sepah;IR0ECBM00022;Y;N;DE03996
DE03997;BCITDEFFXXX;DE;Intesa Sanpaolo S.p.A. Filiale Frankfurt am Main;Postfach 1;Neue Mainzer Straße 32 - 36;60311;Frankfurt am Main;Credit institution S122;IT;INTESA SANPAOLO S.P.A.;IT0000101262255;Y;N;DE03997
DE03998;NBPADEFFXXX;DE;National Bank of Pakistan Filiale Frankfurt am Main;Postfach 1;Holzgraben 31;60313;Frankfurt am Main;Credit institution S122;PK;National Bank of Pakistan;PK0ECBM00020;Y;N;DE03998
ES0242;;ES;Sabadell Consumer Finance, S.A.;;CL SENA, 12;8190;SANT CUGAT DEL VALLES;Credit institution S122;;;;Y;N;ES0242
E$0ECBM00445;BEILLULL;E$;European Investment Bank [EIB];;98-100, boulevard Konrad Adenauer;L-2950;Luxembourg;Credit institution S122;;;;Y;N;E$0ECBM00445
FI01000483;;FI;Askolan Osuuspankki;31;Helkamäentie 15;7230;MONNINKYLÄ;Credit institution S122;;;;Y;N;FI01000483
FI01123053;NDEAFIHHNFF;FI;Nordea Rahoitus Suomi Oy;;Aleksis Kiven katu 9;500;HELSINKI;Credit institution S122;;;;Y;N;FI01123053
FI01169318;SHMSFIH1;FI;Suomen Hypoteekkiyhdistys;PL 509;Yrjönkatu 9;101;HELSINKI;Credit institution S122;;;;Y;N;FI01169318
FI01264315;;FI;Uudenmaan Osuuspankki;PL 48;Sibeliuksenkatu 17;4401;JÄRVENPÄÄ;Credit institution S122;;;;Y;N;FI01264315
FI01268228;;FI;Andelsbanken Raseborg;;Köpmansgatan 6;10300;KARIS;Credit institution S122;;;;Y;N;FI01268228
FI01283719;;FI;Länsi-Uudenmaan Säästöpankki;;Laurinkatu 48;8100;LOHJA;Credit institution S122;;;;Y;N;FI01283719
FI01291831;;FI;Myrskylän Säästöpankki;;Virastotie 1;7600;MYRSKYLÄ;Credit institution S122;;;;Y;N;FI01291831
FI01292527;;FI;Mäntsälän Osuuspankki;;Keskustie 6;4600;MÄNTSÄLÄ;Credit institution S122;;;;Y;N;FI01292527
FI01299032;;FI;Orimattilan Osuuspankki;;Erkontie 11;16300;ORIMATTILA;Credit institution S122;;;;Y;N;FI01299032
FI01303468;;FI;Itä-Uudenmaan Osuuspankki;PL 6;Rauhankatu 27;6101;PORVOO;Credit institution S122;;;;Y;N;FI01303468
FI01307266;;FI;Pukkilan Osuuspankki;;Koivulinnantie 3;7560;PUKKILA;Credit institution S122;;;;Y;N;FI01307266
FI01320321;;FI;Osuuspankki Harjuseutu;;Loimijoentie 78;32440;Alastaro;Credit institution S122;;;;Y;N;FI01320321
FI01322335;;FI;Euran Osuuspankki;;Yhdystie 9;27510;EURA;Credit institution S122;;;;Y;N;FI01322335
FI01327013;;FI;Honkajoen Osuuspankki;;Porhontie 1;38950;HONKAJOKI;Credit institution S122;;;;Y;N;FI01327013
FI01328243;;FI;Satapirkan Osuuspankki;;Risto Rytin katu 31;32700;HUITTINEN;Credit institution S122;;;;Y;N;FI01328243
FI01331290;;FI;Jämijärven Osuuspankki;;Jämijärventie 22;38800;JÄMIJÄRVI;Credit institution S122;;;;Y;N;FI01331290
FI01334096;;FI;Säästöpankki Kalanti-Pyhäranta;;Alinenkatu 26;23500;UUSIKAUPUNKI;Credit institution S122;;;;Y;N;FI01334096
FI01337035;;FI;Kyrön Seudun Osuuspankki;;Kyröntie 21;21800;KYRÖ;Credit institution S122;;;;Y;N;FI01337035
FI01345959;;FI;Lavian Osuuspankki;;Tampereentie 6;38600;LAVIA;Credit institution S122;;;;Y;N;FI01345959
FI01347030;;FI;Liedon Säästöpankki;;Hyvättyläntie 4;21420;LIETO;Credit institution S122;;;;Y;N;FI01347030
FI01349503;;FI;Niinijokivarren Osuuspankki;;Niinijoentie 837;32410;NIINIJOKI;Credit institution S122;;;;Y;N;FI01349503
FI01352593;;FI;Mouhijärven Osuuspankki;;Uotsolantie 43 A;38460;MOUHIJÄRVI;Credit institution S122;;;;Y;N;FI01352593
FI01356543;;FI;Nakkila-Luvian Osuuspankki;;Porintie 6;29250;NAKKILA;Credit institution S122;;;;Y;N;FI01356543
FI01357191;;FI;Nagu Andelsbank;;Kesätori 1;21660;NAUVO;Credit institution S122;;;;Y;N;FI01357191
FI01361609;;FI;Lounais-Suomen Osuuspankki;PL 2;Vistantie 21;21531;PAIMIO;Credit institution S122;;;;Y;N;FI01361609
FI01380412;;FI;Punkalaitumen Osuuspankki;;Urjalantie 51;31900;PUNKALAIDUN;Credit institution S122;;;;Y;N;FI01380412
FI01392368;;FI;Rymättylän Osuuspankki;;Viluntie 3;21140;RYMÄTTYLÄ;Credit institution S122;;;;Y;N;FI01392368
FI01399279;;FI;Ala-Satakunnan Osuuspankki;;Pyhäjärventie 6;27800;SÄKYLÄ;Credit institution S122;;;;Y;N;FI01399279
FI01421149;;FI;Osuuspankki Vakka-Auranmaa;;Paattistentie 1001;21330;PAATTINEN;Credit institution S122;;;;Y;N;FI01421149
FI01421261;;FI;Turun Seudun Osuuspankki;PL 44;Maariankatu 4;20101;TURKU;Credit institution S122;;;;Y;N;FI01421261
FI01446354;;FI;Yläneen Osuuspankki;;Haverintie 6 A;21900;YLÄNE;Credit institution S122;;;;Y;N;FI01446354
FI01450193;AABAFI22;FI;Ålandsbanken Abp;PB 3;Nygatan 2;22101;MARIEHAMN;Credit institution S122;;;;Y;N;FI01450193
AT0000002607032;RZOOAT2L370;AT;Raiffeisenbank Oberes Innviertel eGen;;Siedlungsstraße, 1;5142;Eggelsberg;Credit institution S122;;;;Y;N;AT0000002607032
AT0000015080912;RZOOAT2L383;AT;Raiffeisenbank Mittleres Rodltal eGen;;Marktpl., 44;4181;Oberneukirchen/ OÖ;Credit institution S122;;;;Y;N;AT0000015080912
AT0000002645982;RZOOAT2L390;AT;Raiffeisenbank Ohlsdorf eGen;;Hauptstraße, 22;4694;Ohlsdorf;Credit institution S122;;;;Y;N;AT0000002645982
AT0000002604799;RZOOAT2L410;AT;Raiffeisenbank Region Rohrbach eGen;;Stadtplatz, 30;4150;Rohrbach-Berg(OÖ);Credit institution S122;;;;Y;N;AT0000002604799
AT0000002650552;RZOOAT2L434;AT;Raiffeisenbank Pöndorf - Frankenmarkt eGen;;Pöndorf, 4;4891;Pöndorf;Credit institution S122;;;;Y;N;AT0000002650552
AT0000002651444;RZOOAT2L437;AT;Raiffeisenbank Prambachkirchen eGen;;Hauptstraße, 18;4731;Prambachkirchen;Credit institution S122;;;;Y;N;AT0000002651444
AT0000002651873;RZOOAT2L438;AT;Raiffeisenbank Pramet eGen;;Pramet, 2;4925;Pramet;Credit institution S122;;;;Y;N;AT0000002651873
AT0000002655866;RZOOAT2L442;AT;Raiffeisenbank Peuerbach eGen;22;Hauptstraße, 14/1;4722;Peuerbach;Credit institution S122;;;;Y;N;AT0000002655866
AT0000002634192;RZOOAT2L450;AT;Raiffeisenbank Region Ried i.I. eGen;;Friedrich-Thurner-Straße, 14;4910;Ried im Innkreis;Credit institution S122;;;;Y;N;AT0000002634192
AT0000002598538;RZOOAT2L455;AT;Raiffeisenbank Region Schärding eGen;;Oberer Stadtplatz, 42;4780;Schärding;Credit institution S122;;;;Y;N;AT0000002598538
AT0000002617346;RZOOAT2L460;AT;Raiffeisenbank Region Pregarten eGen;;Stadtplatz, 17;4230;Pregarten;Credit institution S122;;;;Y;N;AT0000002617346
AT0000002659181;RZOOAT2L491;AT;Raiffeisenbank Windischgarsten eGen;;Bahnhofstraße, 6;4580;Windischgarsten;Credit institution S122;;;;Y;N;AT0000002659181
AT0000002629432;RZOOAT2L510;AT;Raiffeisenbank Salzkammergut eGen;;Klosterplatz, 1;4810;Gmunden;Credit institution S122;;;;Y;N;AT0000002629432
AT0000002660007;RZOOAT2L521;AT;Raiffeisenbank St. Agatha eGen;;Stauffstraße, 8;4084;St. Agatha (OÖ);Credit institution S122;;;;Y;N;AT0000002660007
AT0000002660510;RZOOAT2L522;AT;Raiffeisenbank St.Florian am Inn eGen;;St. Florian, 50;4782;St. Florian am Inn;Credit institution S122;;;;Y;N;AT0000002660510
AT0000002660866;RZOOAT2L523;AT;Raiffeisenbank Attergau eGen;4;Attergaustraße, 38a;4880;St. Georgen im Attergau;Credit institution S122;;;;Y;N;AT0000002660866
AT0000002663969;RZOOAT2L530;AT;Raiffeisenbank St. Marien eGen;;Nr., 19;4502;St. Marien bei Neuhofen;Credit institution S122;;;;Y;N;AT0000002663969
AT0000002667283;RZOOAT2L540;AT;Raiffeisenbank St. Roman eGen;;Altendorf, 29;4793;St. Roman bei Schärding;Credit institution S122;;;;Y;N;AT0000002667283
AT0000013257603;RZOOAT2L545;AT;Raiffeisenbank Inneres Salzkammergut eGen;;Kreuzplatz, 20;4820;Bad Ischl;Credit institution S122;;;;Y;N;AT0000013257603
AT0000002669149;RZOOAT2L560;AT;Raiffeisenbank Region Sierning-Enns eGen;;Neustr., 5;4522;Sierning;Credit institution S122;;;;Y;N;AT0000002669149
AT0000013256209;RZOOAT2L608;AT;Raiffeisenbank Attersee-Nord eGen;;Raiffeisenplatz, 1;4863;Seewalchen am Attersee;Credit institution S122;;;;Y;N;AT0000013256209
AT0000002636304;RZOOAT2L613;AT;Raiffeisenbank Schwertberg eGen;;Bahnhofstr., 8;4311;Schwertberg;Credit institution S122;;;;Y;N;AT0000002636304
AT0000002635249;RZOOAT2L630;AT;Raiffeisenbank Region Schwanenstadt eGen;;Stadtpl., 25-26;4690;Schwanenstadt;Credit institution S122;;;;Y;N;AT0000002635249
AT0000002637021;RZOOAT2L633;AT;Raiffeisenbank Steinbach-Grünburg eGen;;Hauptstraße, 35;4594;Grünburg;Credit institution S122;;;;Y;N;AT0000002637021
AT0000002641304;RZOOAT2L669;AT;Raiffeisenbank Timelkam-Lenzing-Puchkirchen eGen;;Pollheimerstr., 1;4850;Timelkam;Credit institution S122;;;;Y;N;AT0000002641304
AT0000001268026;RZOOAT2L680;AT;Raiffeisenbank Wels eGen;10;Kaiser-Josef-Pl., 58;4601;Wels;Credit institution S122;;;;Y;N;AT0000001268026
AT0000015111220;RZOOAT2L710;AT;Raiffeisenbank Region Vöcklabruck eGen;;Salzburger Straße, 1;4840;Vöcklabruck;Credit institution S122;;;;Y;N;AT0000015111220
AT0000002647178;RZOOAT2L732;AT;Raiffeisenbank Walding-Ottensheim eGen;;Raiffeisenpl., 2;4111;Walding;Credit institution S122;;;;Y;N;AT0000002647178
AT0000002647509;RZOOAT2L735;AT;Raiffeisenbank Waldzell eGen;;Hofmark, 8;4924;Waldzell;Credit institution S122;;;;Y;N;AT0000002647509
AT0000005351844;RZOOAT2L736;AT;Raiffeisenbank Region Grieskirchen eGen;;Roßmarkt, 11;4710;Grieskirchen;Credit institution S122;;;;Y;N;AT0000005351844
AT0000002648226;RZOOAT2L738;AT;Raiffeisenbank Wartberg an der Krems eGen;;Hauptstr., 23;4552;Wartberg an der Krems;Credit institution S122;;;;Y;N;AT0000002648226
AT0000002650636;RZOOAT2L741;AT;Raiffeisenbank Weißkirchen a.d. Traun eGen;;Raiffeisenweg, 1;4616;Weißkirchen an der Traun;Credit institution S122;;;;Y;N;AT0000002650636
AT0000002652095;RZOOAT2L747;AT;Raiffeisenbank Weyer eGen;;Marktplatz, 11;3335;Weyer (OÖ);Credit institution S122;;;;Y;N;AT0000002652095
AT0000002653143;RZOOAT2L750;AT;Raiffeisenbank Bad Wimsbach-Neydharting eGen;;Markt, 23;4654;Bad Wimsbach-Neydharting;Credit institution S122;;;;Y;N;AT0000002653143
AT0000002640835;RZOOAT2L770;AT;Raiffeisenbank Wels Süd eGen;;P.-B.-Rodlbergerstraße, 25;4600;Thalheim bei Wels;Credit institution S122;;;;Y;N;AT0000002640835
AT0000002648903;RZOOAT2L777;AT;Raiffeisenbank Perg eGen;;Linzerstr., 14;4320;Perg;Credit institution S122;;;;Y;N;AT0000002648903
AT0000001220928;RVSAAT2SXXX;AT;Raiffeisenverband Salzburg eGen;6;Schwarzstr., 13-15;5020;Salzburg;Credit institution S122;;;;Y;N;AT0000001220928
AT0000002859195;RVSAAT2S001;AT;Raiffeisenbank Abtenau-Rußbach registrierte Genossenschaft mit beschränkter Haftung;;Markt, 49;5441;Abtenau;Credit institution S122;;;;Y;N;AT0000002859195
AT0000002838942;RVSAAT2S004;AT;Raiffeisenbank Altenmarkt-Flachau-Eben eGen;10;Marktplatz, 5;5541;Altenmarkt im Pongau;Credit institution S122;;;;Y;N;AT0000002838942
AT0000002799433;RVSAAT2S005;AT;Raiffeisenbank Anif-Niederalm eGen;26;Aniferstraße, 12;5081;Anif;Credit institution S122;;;;Y;N;AT0000002799433
AT0000002815908;RVSAAT2S006;AT;Raiffeisenbank Annaberg-Lungötz registrierte Genossenschaft mit beschränkter Haftung;1;Nr., 125;5524;Annaberg;Credit institution S122;;;;Y;N;AT0000002815908
AT0000003264106;RVSAAT2S007;AT;Raiffeisenbank Anthering - Elixhausen eGen;19;Salzburger Straße, 6;5102;Anthering;Credit institution S122;;;;Y;N;AT0000003264106
AT0000002799862;RVSAAT2S012;AT;Raiffeisenbank Hohe Tauern eGen;19;Wilhelm-Fazokas-Straße, 2c;5710;Kaprun;Credit institution S122;;;;Y;N;AT0000002799862
AT0000002801437;RVSAAT2S015;AT;Raiffeisenbank Flachgau Mitte eGen;64;Dorf, 1;5301;Eugendorf;Credit institution S122;;;;Y;N;AT0000002801437
AT0000003264379;RVSAAT2S016;AT;Raiffeisenbank Faistenau-Hintersee eGen;;Am Lindenplatz, 2;5324;Faistenau;Credit institution S122;;;;Y;N;AT0000003264379
DE00835;SPESDE3EXXX;DE;Stadtsparkasse Essen;Postfach 1;III. Hagen 43;45127;Essen;Credit institution S122;;;;Y;N;DE00835
DE00836;WELADED1EUS;DE;Kreissparkasse Euskirchen;Postfach 1;Von-Siemens-Straße 8;53879;Euskirchen;Credit institution S122;;;;Y;N;DE00836
DE00846;WELADED1GEK;DE;Stadt-Sparkasse Gelsenkirchen;Postfach 1;Sparkassenstraße 3;45879;Gelsenkirchen;Credit institution S122;;;;Y;N;DE00846
DE00847;WELADED1GES;DE;Sparkasse Geseke;Postfach 1;Bachstraße 35;59590;Geseke;Credit institution S122;;;;Y;N;DE00847
DE00848;WELADED1GEV;DE;Sparkasse an Ennepe und Ruhr - Zweckverbandssparkasse der Städte Gevelsberg, Ennepetal, Wetter (Ruhr;Postfach 2;Mittelstr. 2-4;58285;Gevelsberg;Credit institution S122;;;;Y;N;DE00848
DE00849;WELADED1GLA;DE;Stadtsparkasse Gladbeck;Postfach 5;Friedrich-Ebert-Str. 2;45964;Gladbeck, Westf.;Credit institution S122;;;;Y;N;DE00849
DE00853;WELADED1ALK;DE;Sparkasse Attendorn-Lennestadt-Kirchhundem Zweckverbandssparkasse der Städte Attendorn und Lennestadt sowie der Gemeinde Kirchhundem;Postfach 4;Kölner Straße 10;57439;Attendorn;Credit institution S122;;;;Y;N;DE00853
DE00855;WELADED1GTL;DE;Sparkasse Gütersloh-Rietberg, Zweckverbandssparkasse der Stadt Gütersloh, des Kreises Gütersloh und der Stadt Rietberg;Postfach 3;Konrad-Adenauer-Platz 1;33330;Gütersloh;Credit institution S122;;;;Y;N;DE00855
DE00856;WELADED1GMB;DE;Sparkasse Gummersbach;Postfach 1;Hindenburgstr. 4 - 8;51643;Gummersbach;Credit institution S122;;;;Y;N;DE00856
DE00857;WELADED1HAA;DE;Stadt-Sparkasse Haan (Rheinl.);Postfach 1;Kaiserstr. 37;42781;Haan, Rheinl.;Credit institution S122;;;;Y;N;DE00857
DE00858;WELADE3HXXX;DE;Sparkasse HagenHerdecke;Postfach 4;Sparkassen-Karree 1;58095;Hagen, Westf.;Credit institution S122;;;;Y;N;DE00858
DE00859;WELADED1HAW;DE;Kreissparkasse Halle (Westf.);Postfach 1;Bahnhofstr. 27;33790;Halle, Westf.;Credit institution S122;;;;Y;N;DE00859
DE00861;WELADED1HAT;DE;Stadtsparkasse Haltern am See;Postfach 1;Koeppstraße 2;45721;Haltern am See;Credit institution S122;;;;Y;N;DE00861
DE00862;WELADED1LSD;DE;Sparkasse Lüdenscheid - Zweckverbandssparkasse im Märkischen Kreis -;;Sauerfelder Straße 7 - 11;58511;Lüdenscheid;Credit institution S122;;;;Y;N;DE00862
DE00863;WELADED1HAM;DE;Sparkasse Hamm;;Weststraße 5 - 7;59065;Hamm, Westf;Credit institution S122;;;;Y;N;DE00863
DE00864;WELADED1HTG;DE;Sparkasse Hattingen;Postfach 8;Roonstr. 1;45525;Hattingen, Ruhr;Credit institution S122;;;;Y;N;DE00864
DE00868;WELADED1HEM;DE;Sparkasse Märkisches Sauerland, Hemer - Menden;Postfach 1;Hauptstraße 206;58675;Hemer;Credit institution S122;;;;Y;N;DE00868
DE00872;WLAHDE44XXX;DE;Sparkasse im Kreis Herford -Zweckverbandssparkasse des Kreises Herford und der Städte Bünde, Herford, Löhne und Vlotho-;;Auf der Freiheit 20;32052;Herford;Credit institution S122;;;;Y;N;DE00872
DE00874;WELADED1HRN;DE;Herner Sparkasse;Postfach 1;Berliner Platz 1;44623;Herne;Credit institution S122;;;;Y;N;DE00874
DE00885;WELADED1STF;DE;Kreissparkasse Steinfurt;Postfach 1;Bachstraße 14;49477;Ibbenbüren;Credit institution S122;;;;Y;N;DE00885
DE00886;WELADED1ISL;DE;Sparkasse der Stadt Iserlohn;;Schillerplatz 6;58636;Iserlohn;Credit institution S122;;;;Y;N;DE00886
DE00895;WELADED1KLE;DE;Sparkasse Rhein-Maas;Postfach 1;Hagsche Straße 33;47533;Kleve, Niederrhein;Credit institution S122;;;;Y;N;DE00895
DE00896;COKSDE33XXX;DE;Kreissparkasse Köln;Postfach 1;Neumarkt 18/24;50667;Köln;Credit institution S122;;;;Y;N;DE00896
DE00897;COLSDE33XXX;DE;Sparkasse KölnBonn;Postfach 1;Hahnenstraße 57;50667;Köln;Credit institution S122;;;;Y;N;DE00897
DE00901;SPKRDE33XXX;DE;Sparkasse Krefeld - Zweckverbandssparkasse der Stadt Krefeld und des Kreises Viersen -;Postfach 1;Ostwall 155;47798;Krefeld;Credit institution S122;;;;Y;N;DE00901
DE00905;WELADED1LAF;DE;Stadt-Sparkasse Langenfeld (Rhld.);Postfach 1;Solinger Straße 51-55;40764;Langenfeld, Rheinl.;Credit institution S122;;;;Y;N;DE00905
DE00907;WELADED1LEM;DE;Sparkasse Lemgo;Postfach 7;Mittelstr. 73-79;32657;Lemgo;Credit institution S122;;;;Y;N;DE00907
DE00909;WELADED1LEN;DE;Stadtsparkasse Lengerich (Westfalen);Postfach 1;Rathausplatz 5-7;49525;Lengerich, Westf.;Credit institution S122;;;;Y;N;DE00909
DE00911;WELADEDLLEV;DE;Sparkasse Leverkusen;Postfach 1;Friedrich-Ebert-Str. 39;51373;Leverkusen;Credit institution S122;;;;Y;N;DE00911
DE00912;WELADED1LIP;DE;Sparkasse Lippstadt;;Spielplatzstraße 10;59555;Lippstadt;Credit institution S122;;;;Y;N;DE00912
DE00917;WELADED1LUN;DE;Sparkasse an der Lippe, Zweckverbandssparkasse der Städte Lünen, Selm und Werne;;Graf-Adolf-Straße 39;44532;Lünen;Credit institution S122;;;;Y;N;DE00917
DE00920;WELADED1KMZ;DE;Sparkasse Kierspe-Meinerzhagen Zweckverbandssparkasse der Städte Kierspe und Meinerzhagen;;Zur Alten Post 2 - 4;58540;Meinerzhagen;Credit institution S122;;;;Y;N;DE00920
DE00922;WELADED1MES;DE;Sparkasse Mitten im Sauerland, Zweckverbandssparkasse der Städte Meschede und Schmallenberg sowie de;Postfach 1;Winziger Platz 6;59872;Meschede;Credit institution S122;;;;Y;N;DE00922
DE00923;WELADED1MIN;DE;Sparkasse Minden-Lübbecke Zweckverbandssparkasse des Kreises Minden-Lübbecke und der Städte Minden und Petershagen;Postfach 2;Königswall 2;32423;Minden, Westf;Credit institution S122;;;;Y;N;DE00923
DE00925;MGLSDE33XXX;DE;Stadtsparkasse Mönchengladbach;Postfach 1;Bismarckplatz 10;41061;Mönchengladbach;Credit institution S122;;;;Y;N;DE00925
DE00927;WELADED1MOR;DE;Sparkasse am Niederrhein - Sparkasse des Kreises Wesel und der Städte Moers, Neukirchen- Vluyn und Rheinberg -;Postfach 1;Ostring 4-7;47441;Moers;Credit institution S122;;;;Y;N;DE00927
DE00930;SPMHDE3EXXX;DE;Sparkasse Mülheim an der Ruhr;;Berliner Platz 1;45468;Mülheim an der Ruhr;Credit institution S122;;;;Y;N;DE00930
